datetime,temperature,humidity,weather_condition,hour_of_day,day_of_week,is_weekend,is_holiday,demand
2024-01-01 00:00:00,19.96714153011233,62.842424726494016,Rainy,0,0,0,0,17
2024-01-01 01:00:00,13.617356988288154,55.739595568928024,Clear,1,0,0,0,95
2024-01-01 02:00:00,21.476885381006923,37.04339840558131,Rainy,2,0,0,0,37
2024-01-01 03:00:00,30.230298564080254,51.674226700199206,Clear,3,0,0,0,136
2024-01-01 04:00:00,12.65846625276664,76.46140524857569,Clear,4,0,0,0,91
2024-01-01 05:00:00,12.658630430508195,76.60490810282097,Cloudy,5,0,0,0,38
2024-01-01 06:00:00,30.792128155073915,50.035701506799604,Snowy,6,0,0,0,90
2024-01-01 07:00:00,22.674347291529088,62.20718385903816,Clear,7,0,0,0,115
2024-01-01 08:00:00,10.305256140650478,43.54130596083562,Clear,8,0,0,0,92
2024-01-01 09:00:00,20.425600435859646,44.7260457070885,Clear,9,0,0,0,118
2024-01-01 10:00:00,10.365823071875377,31.61329618846252,Clear,10,0,0,0,97
2024-01-01 11:00:00,10.342702464297432,92.77225849354213,Clear,11,0,0,0,66
2024-01-01 12:00:00,17.419622715660342,44.74946655524344,Clear,12,0,0,0,109
2024-01-01 13:00:00,-4.13280244657798,45.92737138555243,Clear,13,0,0,0,67
2024-01-01 14:00:00,-2.249178325130327,49.57210028515922,Clear,14,0,0,0,71
2024-01-01 15:00:00,9.377124707590273,38.91856501868003,Clear,15,0,0,0,108
2024-01-01 16:00:00,4.8716887966557625,74.7484018226954,Cloudy,16,0,0,0,17
2024-01-01 17:00:00,18.14247332595274,35.26000672243106,Rainy,17,0,0,0,30
2024-01-01 18:00:00,5.91975924478789,39.39416984284452,Clear,18,0,0,0,93
2024-01-01 19:00:00,0.8769629866470847,75.1329708613065,Clear,19,0,0,0,58
2024-01-01 20:00:00,29.65648768921554,53.77624343370099,Clear,20,0,0,0,133
2024-01-01 21:00:00,12.742236995134643,79.55634786908323,Clear,21,0,0,0,95
2024-01-01 22:00:00,15.67528204687924,69.01973212690994,Clear,22,0,0,0,98
2024-01-01 23:00:00,0.7525181378654331,47.92148211430592,Snowy,23,0,0,0,29
2024-01-02 00:00:00,9.556172754748173,75.55795653425297,Rainy,0,1,0,0,0
2024-01-02 01:00:00,16.10922589709866,38.13915762050165,Rainy,1,1,0,0,42
2024-01-02 02:00:00,3.4900642257769725,67.54872681560212,Clear,2,1,0,0,66
2024-01-02 03:00:00,18.75698018345672,60.60036735315242,Cloudy,3,1,0,0,40
2024-01-02 04:00:00,8.99361310081195,48.75115079722086,Cloudy,4,1,0,0,52
2024-01-02 05:00:00,12.083062502067232,72.280349841765,Clear,5,1,0,0,86
2024-01-02 06:00:00,8.982933877706031,90.99335146381978,Clear,6,1,0,1,69
2024-01-02 07:00:00,33.522781845089376,99.92332898341537,Clear,7,1,0,0,111
2024-01-02 08:00:00,14.86502775262066,72.54339381203971,Clear,8,1,0,0,112
2024-01-02 09:00:00,4.422890710440996,58.329411203041914,Rainy,9,1,0,0,0
2024-01-02 10:00:00,23.22544912103189,45.76449701513411,Clear,10,1,0,0,129
2024-01-02 11:00:00,2.7915635002897776,47.996726257657826,Clear,11,1,0,0,83
2024-01-02 12:00:00,17.088635950047554,63.561848470483596,Clear,12,1,0,0,105
2024-01-02 13:00:00,-4.596701238797756,55.70943908964965,Clear,13,1,0,0,76
2024-01-02 14:00:00,1.7181395110156945,93.9670165837461,Snowy,14,1,0,0,3
2024-01-02 15:00:00,16.968612358691235,55.78068273589967,Clear,15,1,0,0,91
2024-01-02 16:00:00,22.384665799954107,56.14112138018048,Rainy,16,1,0,0,35
2024-01-02 17:00:00,16.713682811899705,56.847415870378384,Clear,17,1,0,0,109
2024-01-02 18:00:00,13.843517176117595,88.56341472573607,Clear,18,1,0,0,84
2024-01-02 19:00:00,11.988963044107113,75.55518245928313,Clear,19,1,0,0,90
2024-01-02 20:00:00,0.21478009632572537,72.99181952232249,Rainy,20,1,0,0,0
2024-01-02 21:00:00,7.801557916052913,53.390011566870356,Clear,21,1,0,0,89
2024-01-02 22:00:00,10.393612290402125,87.25329237827076,Clear,22,1,0,0,75
2024-01-02 23:00:00,25.571222262189156,32.685470294899076,Clear,23,1,0,0,128
2024-01-03 00:00:00,18.436182895684613,90.95580206366792,Clear,0,2,0,0,103
2024-01-03 01:00:00,-2.6304015536273404,65.89249298557507,Cloudy,1,2,0,0,0
2024-01-03 02:00:00,18.24083969394795,57.877516440438896,Clear,2,2,0,0,131
2024-01-03 03:00:00,11.149177195836835,64.801709650238,Clear,3,2,0,0,98
2024-01-03 04:00:00,8.230779996940413,76.71908713736818,Clear,4,2,0,0,60
2024-01-03 05:00:00,21.11676288840868,30.893579856252813,Snowy,5,2,0,0,74
2024-01-03 06:00:00,25.309995224959508,91.00862995207734,Clear,6,2,0,0,103
2024-01-03 07:00:00,24.312801191161988,61.2717667717975,Rainy,7,2,0,0,31
2024-01-03 08:00:00,6.607824767773614,54.007656379005475,Snowy,8,2,0,0,26
2024-01-03 09:00:00,11.907876241487854,39.677189594384,Clear,9,2,0,0,104
2024-01-03 10:00:00,18.31263431403564,60.76257620509095,Clear,10,2,0,0,105
2024-01-03 11:00:00,24.755451271223592,64.74259398990651,Clear,11,2,0,0,109
2024-01-03 12:00:00,10.208257621547101,58.255268614543446,Snowy,12,2,0,0,32
2024-01-03 13:00:00,13.143410233361829,77.5062065678828,Clear,13,2,0,0,96
2024-01-03 14:00:00,3.936650259939718,59.46275701314582,Clear,14,2,0,0,61
2024-01-03 15:00:00,3.037933759193292,97.29923044926014,Rainy,15,2,0,0,0
2024-01-03 16:00:00,23.12525822394198,71.94942624765143,Clear,16,2,0,1,118
2024-01-03 17:00:00,28.56240028570823,86.52345549563363,Clear,17,2,0,0,111
2024-01-03 18:00:00,14.27989878419666,37.65491321766352,Clear,18,2,0,0,110
2024-01-03 19:00:00,25.03532897892024,57.810390506213395,Clear,19,2,0,1,132
2024-01-03 20:00:00,18.61636025047634,53.57933910130069,Clear,20,2,0,0,103
2024-01-03 21:00:00,8.548802453948756,69.86376716956143,Clear,21,2,0,0,76
2024-01-03 22:00:00,18.613956055084138,90.2779464042998,Cloudy,22,2,0,0,37
2024-01-03 23:00:00,30.380365664659692,35.483675243340464,Clear,23,2,0,0,154
2024-01-04 00:00:00,14.641739608900485,35.08023586312976,Snowy,0,3,0,0,74
2024-01-04 01:00:00,30.64643655814006,89.52223957103192,Rainy,1,3,0,0,12
2024-01-04 02:00:00,-11.197451040897445,44.89950602268502,Clear,2,3,0,1,65
2024-01-04 03:00:00,23.21902504375224,76.81272781148695,Rainy,3,3,0,0,26
2024-01-04 04:00:00,15.870470682381713,68.00146926525636,Clear,4,3,0,0,113
2024-01-04 05:00:00,12.009926495341325,88.30255164210607,Cloudy,5,3,0,0,33
2024-01-04 06:00:00,15.917607765355022,38.756223688548246,Snowy,6,3,0,0,62
2024-01-04 07:00:00,-4.875689146008927,39.08480760058279,Clear,7,3,0,0,82
2024-01-04 08:00:00,12.803281121624881,68.97728521948153,Clear,8,3,0,0,98
2024-01-04 09:00:00,18.571125715117464,96.24650573508596,Clear,9,3,0,0,111
2024-01-04 10:00:00,29.77894044741516,59.0498430859528,Clear,10,3,0,0,139
2024-01-04 11:00:00,9.817297817263526,52.88594701782864,Clear,11,3,0,0,94
2024-01-04 12:00:00,6.915063971068124,72.46825262385201,Clear,12,3,0,0,65
2024-01-04 13:00:00,9.982429564154636,95.13140203815217,Rainy,13,3,0,0,0
2024-01-04 14:00:00,24.15402117702074,88.58494829912365,Clear,14,3,0,0,89
2024-01-04 15:00:00,18.287511096596845,99.68385275132539,Snowy,15,3,0,0,34
2024-01-04 16:00:00,9.702397962329613,31.579800824166398,Snowy,16,3,0,0,62
2024-01-04 17:00:00,20.13267433113356,37.90007012989336,Clear,17,3,0,0,121
2024-01-04 18:00:00,15.970775493480403,72.66274343566354,Snowy,18,3,0,0,55
2024-01-04 19:00:00,24.686449905328892,87.44035075336947,Clear,19,3,0,0,109
2024-01-04 20:00:00,7.979469061226476,49.967103961473654,Clear,20,3,0,0,86
2024-01-04 21:00:00,11.723378534022318,46.74477616239531,Rainy,21,3,0,0,10
2024-01-04 22:00:00,11.078918468678424,85.08830595668405,Clear,22,3,0,0,84
2024-01-04 23:00:00,0.36485051867881424,33.94672976972621,Clear,23,3,0,0,85
2024-01-05 00:00:00,17.961202770645762,55.85678533078096,Snowy,0,4,0,0,59
2024-01-05 01:00:00,17.610552721798893,65.40664558146308,Cloudy,1,4,0,0,44
2024-01-05 02:00:00,15.05113456642461,69.22440720452263,Rainy,2,4,0,0,1
2024-01-05 03:00:00,12.654128666248532,81.00306097549438,Rainy,3,4,0,0,17
2024-01-05 04:00:00,0.8462925794958576,54.839200640146075,Clear,4,4,0,0,86
2024-01-05 05:00:00,10.79354677234641,72.8879041272225,Clear,5,4,0,0,70
2024-01-05 06:00:00,11.572854834732304,70.97627959536695,Rainy,6,4,0,0,0
2024-01-05 07:00:00,6.97722730778381,68.3331270457623,Clear,7,4,0,0,80
2024-01-05 08:00:00,13.387142883339909,74.83383051995486,Clear,8,4,0,0,98
2024-01-05 09:00:00,19.040508568145384,48.16144197476534,Clear,9,4,0,1,108
2024-01-05 10:00:00,33.8618590121053,35.925412750924025,Rainy,10,4,0,0,69
2024-01-05 11:00:00,16.74577812831839,38.34901704278204,Clear,11,4,0,0,114
2024-01-05 12:00:00,17.57550390722764,45.72076678577307,Rainy,12,4,0,0,20
2024-01-05 13:00:00,14.255540842338327,65.01385548659496,Clear,13,4,0,0,103
2024-01-05 14:00:00,-4.187712152990414,88.83099253822141,Clear,14,4,0,0,41
2024-01-05 15:00:00,14.734861245507831,79.0905339461869,Clear,15,4,0,0,87
2024-01-05 16:00:00,15.602302099410265,85.2328422941433,Clear,16,4,0,0,95
2024-01-05 17:00:00,39.63242112485286,54.56829367482639,Snowy,17,4,0,0,101
2024-01-05 18:00:00,13.076390352188774,58.325761915398516,Clear,18,4,0,0,116
2024-01-05 19:00:00,18.015473423336125,57.55773201934289,Clear,19,4,0,0,114
2024-01-05 20:00:00,14.652882302947567,43.4311229083151,Clear,20,4,0,0,113
2024-01-05 21:00:00,3.313219623804679,34.28516607005004,Clear,21,4,0,0,88
2024-01-05 22:00:00,26.428228145150207,71.36412649790587,Clear,22,4,0,0,125
2024-01-05 23:00:00,22.519330326867742,99.24516783944102,Clear,23,4,0,0,92
2024-01-06 00:00:00,22.91031947043047,41.6780793465184,Cloudy,0,5,1,0,47
2024-01-06 01:00:00,5.90612545205261,33.267937392949165,Rainy,1,5,1,1,0
2024-01-06 02:00:00,29.02794310936099,84.56721772767531,Clear,2,5,1,0,96
2024-01-06 03:00:00,0.981489372077192,47.68102046793069,Clear,3,5,1,0,51
2024-01-06 04:00:00,20.868570938002705,88.07506637470499,Clear,4,5,1,0,87
2024-01-06 05:00:00,36.90455625809979,79.27556669241608,Clear,5,5,1,0,128
2024-01-06 06:00:00,5.094636748693116,96.19714759355632,Rainy,6,5,1,0,0
2024-01-06 07:00:00,9.33702270397228,58.624906502967036,Snowy,7,5,1,0,10
2024-01-06 08:00:00,15.996513650876413,76.33788876154439,Clear,8,5,1,0,54
2024-01-06 09:00:00,9.965243458838007,62.539834656928946,Snowy,9,5,1,0,17
2024-01-06 10:00:00,-0.506634310661326,74.14120881159805,Clear,10,5,1,1,34
2024-01-06 11:00:00,15.685629748060274,61.471923420541614,Clear,11,5,1,0,76
2024-01-06 12:00:00,4.376962862738951,43.20425724968524,Clear,12,5,1,0,74
2024-01-06 13:00:00,19.735924306351816,65.55281912023666,Clear,13,5,1,0,68
2024-01-06 14:00:00,5.805757657661969,67.00089410062097,Cloudy,14,5,1,0,0
2024-01-06 15:00:00,30.499344050175395,86.74226937821128,Clear,15,5,1,0,85
2024-01-06 16:00:00,7.167467076637629,81.48644940555069,Clear,16,5,1,1,51
2024-01-06 17:00:00,11.779384837943244,76.46541367590109,Cloudy,17,5,1,0,10
2024-01-06 18:00:00,23.135172173696695,37.93709668868008,Snowy,18,5,1,0,38
2024-01-06 19:00:00,2.6913568356604483,80.44314034646005,Rainy,19,5,1,0,0
2024-01-06 20:00:00,17.274599346041295,65.02136094481602,Cloudy,20,5,1,0,10
2024-01-06 21:00:00,28.07142754282428,92.58696752743114,Clear,21,5,1,0,71
2024-01-06 22:00:00,-1.0748323456122755,94.39096538913799,Snowy,22,5,1,1,0
2024-01-06 23:00:00,16.846338585323043,33.86096134212498,Rainy,23,5,1,0,0
2024-01-07 00:00:00,17.598827942484235,87.44490922481351,Snowy,0,6,1,0,20
2024-01-07 01:00:00,22.818228717773103,32.63881732958694,Rainy,1,6,1,0,12
2024-01-07 02:00:00,2.6304928912191805,55.70187379865159,Clear,2,6,1,0,65
2024-01-07 03:00:00,1.795433869157236,67.96099829347554,Rainy,3,6,1,0,0
2024-01-07 04:00:00,20.219415656168977,40.36705590389892,Clear,4,6,1,0,89
2024-01-07 05:00:00,17.96984673233186,82.24196687983537,Clear,5,6,1,0,76
2024-01-07 06:00:00,17.504928503458764,30.5848292920497,Clear,6,6,1,0,88
2024-01-07 07:00:00,18.464482094969757,41.80193339038258,Cloudy,7,6,1,0,50
